Room, startTime, endTime , days, capacity
RICH 208, 11:30 am, 02:40 pm, M,10
HRBB 126, 09:35 am, 10:50 am, TR,25
HRBB 126, 09:10 am, 10:00 am, MWF,22
HRBB 126, 10:20 am, 11:10 am, MWF,23
HRBB 124, 04:10 pm, 05:25 pm, MW,135
CVE 110, 01:50 pm, 02:40 pm, F,90
CVE 110, 03:00 pm, 03:50 pm, F,90
CVE 110, 01:50 pm, 02:40 pm, MW,85
CVE 110, 02:50 pm, 03:40 pm, MW,85
CVE 110, 02:20 pm, 03:10 pm, TR,85
CVE 110, 03:20 pm, 04:10 pm, TR,85
CVE 118, 03:00 pm, 03:50 pm, MW,60
CVE 118, 04:00 pm, 04:50 pm, MW,60
CVLB 421, 10:20 am, 12:10 pm, MW,35
CVLB 421, 03:00 pm, 04:50 pm, MW,35
CVLB 421, 10:20 am, 12:10 pm, TR,35
CVLB 421, 03:55 pm, 05:45 pm, TR,35
CVE 219, 12:45 pm, 02:00 pm, TR,40
CVE 118, 02:20 pm, 03:35 pm, TR,65
CVLB 421, 08:00 am, 08:50 am, MW,70
CVLB 421, 08:00 am, 10:50 am, F,70
CVLB 421, 09:10 am, 10:00 am, MW,70
CVLB 421, 11:30 am, 02:20 pm, F,70
CVE 118, 09:10 am, 10:00 am, MW,17
CVE 118, 01:50 pm, 04:40 pm, M,17
CVE 118, 11:10 am, 02:00 pm, T,17
CVE 118, 02:20 pm, 05:10 pm, T,17
CVE 118, 01:50 pm, 04:40 pm, W,17
CVE 118, 09:35 am, 10:25 am, TR,17
CVE 118, 11:10 am, 02:00 pm, R,17
CVE 118, 02:20 pm, 05:10 pm, R,17
CVE 118, 08:00 am, 10:50 am, F,17
CVE 118, 01:50 pm, 04:40 pm, F,17
CVE 110, 08:00 am, 08:50 am, MWF,70
CVE 118, 12:40 pm, 01:30 pm, MWF,60
CVE 118, 11:10 am, 12:25 pm, TR,60
CVE 110, 12:45 pm, 02:00 pm, TR,70
CVE 219, 09:10 am, 10:00 am, MWF,40
CVE 118, 10:20 am, 11:10 am, MW,60
CVE 118, 09:10 am, 11:00 am, F,60
CVE 118, 08:00 am, 08:50 am, MW,60
CVE 118, 03:00 pm, 04:50 pm, F,60
CVE 110, 10:20 am, 11:10 am, MWF,70
CVE 118, 12:45 pm, 02:00 pm, TR,50
CVE 110, 08:00 am, 09:15 am, TR,80
CVE 118, 11:30 am, 12:20 pm, MWF,70
CVE 219, 03:55 pm, 05:10 pm, TR,40
CVE 110, 11:10 am, 12:25 pm, TR,85
CVE 118, 01:50 pm, 02:40 pm, MWF,65
CVE 110, 09:35 am, 10:25 am, TR,19
CVE 110, 11:30 am, 02:20 pm, F,19
CVE 110, 09:35 am, 10:25 am, TR,22
CVE 110, 03:00 pm, 05:50 pm, W,22
CVE 110, 11:10 am, 02:00 pm, R,22
CVE 110, 02:20 pm, 05:10 pm, R,22
CVLB 114, 11:30 am, 02:20 pm, M,14
CVLB 114, 11:10 am, 12:00 pm, TR,14
CVLB 114, 03:00 pm, 05:50 pm, M,14
CVE 219, 11:10 am, 12:00 pm, TR,14
CVE 219, 02:20 pm, 05:10 pm, T,14
CVE 110, 11:30 am, 12:20 pm, MWF,75
CVE 110, 09:10 am, 10:00 am, MWF,75
CVE 110, 12:40 pm, 01:30 pm, MWF,90
CVLB 421, 08:00 am, 08:50 am, TR,65
CVLB 421, 09:00 am, 09:50 am, TR,65
CVE 110, 04:10 pm, 05:00 pm, MW,75
CVE 110, 05:10 pm, 06:00 pm, MW,75
CVLB 116C, 01:50 pm, 04:40 pm, M,17
CVLB 116C, 08:00 am, 08:50 am, TR,17
CVE 118, 08:00 am, 08:50 am, TR,17
CVE 118, 09:35 am, 12:25 pm, T,17
CVE 221, 08:00 am, 08:50 am, MW,17
CVE 221, 09:35 am, 12:25 pm, R,17
CVE 221, 02:20 pm, 05:10 pm, R,17
CVE 217, 10:20 am, 11:10 am, MW,34
CVE 217, 08:00 am, 10:50 am, F,34
CVE 217, 12:45 pm, 01:35 pm, TR,34
CVE 217, 12:40 pm, 03:30 pm, F,34
CVE 221, 09:35 am, 10:50 am, TR,32
CVE 221, 11:10 am, 12:25 pm, TR,34
CVE 137, 12:45 pm, 01:35 pm, TR,15
CVE 137, 08:00 am, 10:50 am, F,15
CVE 217, 12:40 pm, 01:30 pm, MW,10
CVE 217, 01:50 pm, 03:40 pm, M,10
CVLB 421, 12:40 pm, 01:30 pm, M,22
CVLB 421, 02:20 pm, 04:10 pm, T,22
CVLB 421, 11:30 am, 01:20 pm, W,22
CVLB 421, 03:00 pm, 04:50 pm, W,22
CVLB 421, 01:50 pm, 02:40 pm, M,22
CVLB 421, 02:20 pm, 04:10 pm, R,22
CVLB 421, 11:30 am, 01:20 pm, F,22
CVLB 421, 01:50 pm, 03:40 pm, F,22
CVE 214, 10:20 am, 11:10 am, MW,10
CVE 214, 01:50 pm, 03:40 pm, W,10
CVE 219, 08:00 am, 09:15 am, TR,40
CVLB 421, 12:45 pm, 02:00 pm, TR,60
CVE 217, 11:30 am, 12:20 pm, MWF,35
CVE 219, 08:00 am, 08:50 am, MWF,40
CVE 219, 09:35 am, 10:50 am, TR,40
CVE 217, 08:30 am, 04:30 pm, TWRF,24
CVE 217, 08:00 am, 08:50 am, MW,35
CVE 217, 08:50 am, 10:00 am, MW,35
CVE 137, 09:10 am, 10:00 am, MWF,0
CVE 137, 11:30 am, 12:20 pm, MWF,22
ENPH 216, 02:20 pm, 03:35 pm, TR,28
CVE 219, 12:40 pm, 01:30 pm, MWF,29
CVE 221, 01:50 pm, 02:40 pm, MW,24
CVE 221, 02:20 pm, 05:10 pm, R,24
CVE 217, 02:20 pm, 03:10 pm, TR,20
CVE 217, 03:30 pm, 06:20 pm, T,20
CVE 217, 05:30 pm, 08:20 pm, R,15
CVE 007, 11:30 am, 12:30 pm, TR,24
CVE 007, 08:00 am, 10:50 am, F,24
CVE 217, 11:10 am, 12:25 pm, TR,20
CVE 104, 09:10 am, 10:00 am, MWF,22
CVLB 114, 11:30 am, 02:20 pm, M,10
CVLB 114, 11:10 am, 12:00 pm, TR,10
CVLB 114, 03:00 pm, 05:50 pm, M,10
CVE 217, 08:00 am, 09:15 am, TR,15
CVE 217, 01:50 pm, 03:40 pm, W,15
CVE 214, 11:30 am, 12:20 pm, MWF,20
CVE 137, 08:00 am, 08:50 am, MWF,20
SCTS 216, 03:55 pm, 05:10 pm, TR,40
CVE 221, 02:20 pm, 05:10 pm, T,40
CVE 217, 09:35 am, 10:50 am, TR,24
CVE 214, 08:00 am, 09:15 am, TR,26
CVLB 115, 12:40 pm, 03:30 pm, M,12
CVLB 115, 09:10 am, 12:00 pm, W,12
CVLB 116C, 09:10 am, 12:00 pm, M,12
CVLB 116C, 12:40 pm, 03:30 pm, M,12
CVE 214, 08:00 am, 08:50 am, MW,24
CVE 214, 08:00 am, 10:50 am, F,24
CVE 137, 12:45 pm, 01:35 pm, TR,12
CVE 137, 08:00 am, 10:50 am, F,12
CVE 104, 11:10 am, 12:25 pm, TR,22
CVE 221, 08:00 am, 09:15 am, TR,35
CVLB 421, 02:20 pm, 03:35 pm, TR,40
CVE 217, 12:40 pm, 01:30 pm, MW,24
CVE 217, 01:50 pm, 03:40 pm, M,24
CVE 219, 11:30 am, 12:20 pm, MW,20
CVE 219, 12:40 pm, 03:30 pm, M,20
CVE 219, 10:20 am, 11:10 am, MWF,40
CVE 104, 10:20 am, 11:10 am, MWF,20
CVLB 421, 05:00 pm, 06:15 pm, MW,50
PETR 106, 12:45 pm, 02:00 pm, TR,40
CVE 104, 05:00 pm, 06:15 pm, MW,24
CVE 203, 04:10 pm, 05:25 pm, MW,22
SCTS 208, 11:30 am, 12:20 pm, M,40
CVE 104, 12:40 pm, 02:30 pm, F,20
CVE 104, 04:30 pm, 06:20 pm, R,28
CVE 219, 01:50 pm, 02:40 pm, MWF,42
CVE 217, 05:30 pm, 08:20 pm, R,10
CVE 214, 10:20 am, 11:10 am, MW,0
CVE 214, 01:50 pm, 03:40 pm, W,0
CVE 137, 11:30 am, 12:20 pm, MWF,7
CVE 104, 09:35 am, 10:50 am, TR,16
KLCT 115, 11:30 am, 12:20 pm, MWF,100
KLCT 026, 11:10 am, 12:00 pm, T,8
KLCT 026, 12:40 pm, 01:30 pm, F,8
KLCT 026, 01:00 pm, 01:50 pm, T,8
PEAP 210, 09:30 am, 10:50 am, MWF,20
PEAP 210, 12:50 pm, 02:10 pm, MWF,20
PEAP 210, 11:10 am, 12:20 pm, MWF,20
PEAP 207, 12:50 pm, 02:10 pm, MWF,20
PEAP 207, 11:10 am, 12:30 pm, MWF,20
PEAP 207, 09:30 am, 10:50 am, MWF,20
PEAP 137, 02:20 pm, 03:35 pm, TR,3
PEAP 210, 11:10 am, 12:25 pm, R,20
PEAP 207, 12:45 pm, 02:00 pm, TR,15
PEAP 207, 11:10 am, 12:25 pm, TR,15
ETB 1037, 12:40 pm, 01:30 pm, MWF,15
ETB 1037, 08:00 am, 09:50 am, W,15
ETB 1037, 09:10 am, 10:10 am, F,15
ETB 1037, 12:40 pm, 01:30 pm, MWF,16
ETB 1037, 10:20 am, 12:10 pm, W,16
ETB 1037, 09:10 am, 10:10 am, F,16
ETB 1037, 01:50 pm, 03:40 pm, W,15
ETB 1037, 04:10 pm, 06:00 pm, W,15
ETB 1037, 08:00 am, 09:50 am, R,15
ETB 1037, 11:10 am, 01:00 pm, R,15
ETB 1037, 03:00 pm, 03:50 pm, MWF,15
ETB 1037, 02:20 pm, 04:10 pm, R,15
ETB 1037, 04:10 pm, 05:10 pm, F,15
ETB 1037, 05:30 pm, 07:20 pm, R,15
ETB 1037, 08:00 am, 09:50 am, F,15
ETB 1037, 10:20 am, 12:10 pm, F,15
ETB 1037, 12:40 pm, 02:30 pm, F,15
ETB 1037, 03:00 pm, 03:50 pm, MWF,0
ETB 1037, 04:10 pm, 05:10 pm, F,0
ETB 1037, 05:20 pm, 07:10 pm, F,0
ETB 1037, 08:00 am, 08:50 am, MW,14
ETB 1037, 11:30 am, 01:20 pm, W,14
ETB 1037, 01:50 pm, 03:40 pm, W,14
ETB 1037, 04:10 pm, 06:00 pm, W,14
ETB 1037, 09:10 am, 10:00 am, MW,14
ETB 1037, 06:30 pm, 08:20 pm, W,14
ETB 1037, 08:00 am, 09:50 am, R,14
ETB 1037, 11:10 am, 01:00 pm, R,14
ETB 1037, 10:20 am, 11:10 am, MW,14
ETB 1037, 09:10 am, 11:00 am, F,14
ETB 1037, 11:30 am, 01:20 pm, F,14
ETB 1037, 01:50 pm, 03:40 pm, F,14
ETB 1037, 01:50 pm, 02:40 pm, MW,14
ETB 1037, 04:10 pm, 06:00 pm, M,14
ETB 1037, 06:30 pm, 08:20 pm, M,14
ETB 1037, 08:00 am, 09:50 am, T,14
ETB 1037, 04:10 pm, 05:00 pm, MW,14
ETB 1037, 11:10 am, 01:00 pm, T,14
ETB 1037, 02:20 pm, 04:10 pm, T,14
ETB 1037, 05:30 pm, 07:20 pm, T,14
EDCT 632, 11:10 am, 12:25 pm, TR,5
EDCT 632, 02:20 pm, 05:10 pm, T,5
CHEN 111, 08:00 am, 09:15 am, TR,16
CHEN 111, 08:00 am, 10:50 am, F,16
EDCT 632, 11:10 am, 12:25 pm, TR,11
EDCT 632, 02:20 pm, 05:10 pm, T,11
EDCT 632, 11:10 am, 12:25 pm, TR,0
EDCT 632, 05:30 pm, 08:20 pm, T,0
EDCT 632, 11:10 am, 12:25 pm, TR,16
EDCT 632, 08:00 am, 10:50 am, W,16
EDCT 632, 11:30 am, 02:20 pm, W,16
EDCT 632, 03:00 pm, 05:50 pm, W,0
CHEN 111, 11:30 am, 02:20 pm, F,16
CHEN 111, 03:00 pm, 05:50 pm, F,16
CHEN 111, 08:00 am, 09:15 am, TR,0
CHEN 111, 06:00 pm, 08:50 pm, F,0
CVLB 418, 03:00 pm, 05:50 pm, M,16
CVLB 418, 08:00 am, 09:15 am, TR,16
RICH 114, 04:35 pm, 05:25 pm, MWF,16
RICH 114, 11:30 am, 02:20 pm, M,16
RICH 114, 08:00 am, 10:50 am, T,16
RICH 114, 06:00 pm, 08:50 pm, M,16
RICH 114, 08:00 am, 10:50 am, M,16
RICH 114, 11:10 am, 02:00 pm, T,16
RICH 114, 01:50 pm, 02:40 pm, MWF,16
RICH 114, 06:00 pm, 08:50 pm, W,16
RICH 114, 08:00 am, 10:50 am, R,16
RICH 114, 11:10 am, 02:00 pm, R,16
RICH 114, 02:20 pm, 05:10 pm, R,16
RICH 114, 05:30 pm, 08:20 pm, R,16
CVE 203, 12:40 pm, 01:30 pm, MWF,4
CVE 203, 01:50 pm, 02:50 pm, F,4
CVE 203, 12:40 pm, 01:30 pm, MWF,40
CVE 203, 01:50 pm, 02:50 pm, F,40
CHEN 104, 09:35 am, 10:50 am, TR,50
CHEN 104, 04:10 pm, 05:10 pm, F,50
CVE 203, 08:00 am, 09:15 am, TR,45
CVE 203, 01:50 pm, 02:50 pm, F,45
CHEN 102, 08:00 am, 09:15 am, TR,5
CHEN 102, 11:30 am, 12:30 pm, F,5
CHEN 102, 08:00 am, 09:15 am, TR,55
CHEN 102, 11:30 am, 12:30 pm, F,55
OM 103, 03:00 pm, 03:50 pm, MWF,66
OM 103, 05:20 pm, 06:20 pm, M,66
ETB 1020, 01:50 pm, 02:40 pm, MWF,70
ETB 1020, 05:20 pm, 06:20 pm, F,70
ETB 1037, 05:30 pm, 06:45 pm, TR,6
ETB 1037, 10:20 am, 11:20 am, F,6
ETB 1037, 05:30 pm, 06:45 pm, TR,54
ETB 1037, 10:20 am, 11:20 am, F,54
HRBB 113, 12:40 pm, 01:30 pm, MWF,60
HRBB 113, 11:10 am, 12:10 pm, T,60
THOM 107A, 08:00 am, 09:15 am, TR,60
THOM 107A, 05:20 pm, 06:20 pm, F,60
CHEN 104, 08:00 am, 09:15 am, TR,5
CHEN 104, 05:20 pm, 06:20 pm, W,5
CHEN 104, 12:45 pm, 03:35 pm, R,5
CHEN 104, 08:00 am, 09:15 am, TR,11
CHEN 104, 05:20 pm, 06:20 pm, W,11
CHEN 104, 12:45 pm, 03:35 pm, R,11
CHEN 104, 08:00 am, 09:15 am, TR,16
CHEN 104, 05:20 pm, 06:20 pm, W,16
CHEN 104, 03:55 pm, 06:45 pm, R,16
CHEN 104, 08:00 am, 10:50 am, F,16
CHEN 104, 11:30 am, 02:20 pm, F,16
RICH 302, 08:00 am, 08:50 am, MWF,16
RICH 302, 08:00 am, 10:50 am, T,16
RICH 302, 03:00 pm, 04:00 pm, F,16
RICH 302, 11:10 am, 02:00 pm, T,16
RICH 302, 02:20 pm, 05:10 pm, T,16
BLOC 113, 12:45 pm, 02:00 pm, TR,16
BLOC 113, 05:30 pm, 08:20 pm, T,16
BLOC 113, 10:20 am, 11:20 am, F,16
BLOC 113, 08:00 am, 10:50 am, W,16
BLOC 113, 11:30 am, 02:20 pm, W,16
ETB 1035, 09:10 am, 10:00 am, MWF,15
ETB 1035, 10:20 am, 01:10 pm, M,15
ETB 1035, 01:50 pm, 04:40 pm, M,15
CVLB 424, 08:00 am, 09:50 am, M,4
CVLB 424, 08:00 am, 09:15 am, TR,4
CVLB 424, 08:00 am, 09:00 am, F,4
CVLB 424, 08:00 am, 09:50 am, M,11
CVLB 424, 08:00 am, 09:15 am, TR,11
CVLB 424, 08:00 am, 09:00 am, F,11
CVLB 424, 10:20 am, 12:10 pm, M,16
CVLB 424, 08:00 am, 09:15 am, TR,16
CVLB 424, 08:00 am, 09:00 am, F,16
CVLB 424, 12:40 pm, 02:30 pm, M,16
CVLB 424, 03:00 pm, 04:50 pm, M,16
CVLB 424, 05:20 pm, 07:10 pm, M,16
ETB 1037, 08:00 am, 09:15 am, TR,10
ETB 1037, 09:35 am, 11:25 am, T,10
ETB 1037, 08:00 am, 09:00 am, F,10
ETB 1037, 03:55 pm, 05:10 pm, TR,16
ETB 1037, 05:30 pm, 07:20 pm, T,16
ETB 1037, 01:50 pm, 02:50 pm, F,16
ETB 1037, 08:00 am, 09:50 am, W,16
ETB 1037, 12:40 pm, 02:30 pm, W,16
ETB 1037, 03:00 pm, 04:50 pm, W,16
BLOC 113, 11:30 am, 12:30 pm, M,5
BLOC 113, 09:35 am, 10:50 am, TR,5
BLOC 113, 11:30 am, 12:30 pm, M,47
BLOC 113, 09:35 am, 10:50 am, TR,47
HRBB 131, 04:10 pm, 05:25 pm, MW,50
HRBB 131, 09:10 am, 10:10 am, F,50
EIC 100, 11:10 am, 12:00 pm, TR,40
EIC 100, 08:00 am, 10:50 am, T,40
EIC 100, 12:45 pm, 01:35 pm, TR,40
EIC 100, 08:00 am, 10:50 am, W,40
EIC 100, 03:00 pm, 03:50 pm, MW,40
EIC 100, 04:10 pm, 07:00 pm, M,40
EIC 100, 08:00 am, 10:50 am, M,50
EIC 100, 02:20 pm, 03:10 pm, TR,50
EIC 100, 03:55 pm, 04:45 pm, TR,50
EIC 100, 04:10 pm, 07:00 pm, W,50
ETB 1003, 11:30 am, 12:20 pm, MW,6
ETB 1003, 01:50 pm, 03:40 pm, W,6
ETB 1003, 11:30 am, 12:20 pm, MW,7
ETB 1003, 04:10 pm, 06:00 pm, W,7
ETB 1003, 06:30 pm, 08:20 pm, W,6
ETB 1003, 11:30 am, 12:20 pm, MW,4
ETB 1003, 01:50 pm, 03:40 pm, M,4
WEB 049, 11:10 am, 12:25 pm, TR,5
WEB 049, 11:10 am, 12:25 pm, TR,55
ETB 1037, 12:45 pm, 02:00 pm, TR,8
ETB 1037, 02:20 pm, 05:10 pm, T,8
ETB 1037, 05:30 pm, 08:20 pm, T,8
ETB 1037, 12:45 pm, 02:00 pm, TR,9
ETB 1037, 08:00 am, 10:50 am, W,9
ETB 1037, 11:30 am, 02:20 pm, W,9
ETB 1037, 03:00 pm, 05:50 pm, W,8
ETB 1037, 08:00 am, 10:50 am, R,8
ETB 1037, 02:20 pm, 05:10 pm, R,9
ETB 1037, 09:35 am, 10:50 am, TR,8
ETB 1037, 11:10 am, 02:00 pm, R,8
ETB 1037, 05:30 pm, 08:20 pm, R,8
ETB 1037, 08:00 am, 10:50 am, F,8
ETB 1037, 09:35 am, 10:50 am, TR,9
ETB 1037, 11:30 am, 02:20 pm, F,9
ETB 1037, 03:00 pm, 05:50 pm, F,8
CVLB 317, 08:00 am, 10:50 am, M,8
CVLB 317, 09:35 am, 10:50 am, TR,8
CVLB 317, 11:30 am, 02:20 pm, M,9
CVLB 317, 09:35 am, 10:50 am, TR,9
WEB 049, 04:10 pm, 05:25 pm, MW,0
WEB 049, 05:45 pm, 06:45 pm, M,0
WEB 049, 05:30 pm, 08:20 pm, T,0
WEB 049, 04:10 pm, 05:25 pm, MW,8
WEB 049, 05:45 pm, 06:45 pm, M,8
WEB 049, 08:00 am, 10:50 am, R,8
WEB 049, 11:10 am, 02:00 pm, R,8
WEB 049, 04:10 pm, 05:25 pm, MW,9
WEB 049, 05:45 pm, 06:45 pm, M,9
WEB 049, 02:20 pm, 05:10 pm, R,9
WEB 049, 05:30 pm, 08:20 pm, R,8
WEB 049, 08:00 am, 10:50 am, F,8
BLOC 163, 11:30 am, 12:20 pm, MW,8
BLOC 163, 05:20 pm, 08:10 pm, M,8
BLOC 163, 08:00 am, 10:50 am, T,8
BLOC 163, 11:10 am, 02:00 pm, T,8
BLOC 163, 02:20 pm, 05:10 pm, T,8
BLOC 163, 05:30 pm, 08:20 pm, T,8
CVE 203, 02:20 pm, 03:35 pm, TR,32
CVE 203, 03:00 pm, 05:50 pm, F,32
ETB 1037, 02:20 pm, 03:10 pm, TR,5
ETB 1037, 03:55 pm, 05:45 pm, R,5
ETB 1037, 02:20 pm, 03:10 pm, TR,8
ETB 1037, 03:55 pm, 05:45 pm, R,8
ETB 1037, 02:20 pm, 03:10 pm, TR,13
ETB 1037, 08:00 am, 09:50 am, F,13
ETB 1037, 10:20 am, 12:10 pm, F,13
ETB 1037, 12:40 pm, 02:30 pm, F,13
ETB 1037, 03:00 pm, 04:50 pm, F,13
ETB 1037, 02:20 pm, 03:10 pm, TR,0
ENPH 216, 03:00 pm, 03:50 pm, MWF,32
CVE 136, 09:10 am, 10:00 am, MW,7
CVE 136, 06:30 pm, 08:20 pm, W,7
CVE 136, 08:00 am, 09:50 am, R,7
CVE 136, 11:10 am, 01:00 pm, R,7
ETB 1037, 11:30 am, 12:20 pm, MW,8
ETB 1037, 02:20 pm, 04:10 pm, R,8
ETB 1037, 05:30 pm, 07:20 pm, R,8
ETB 1037, 08:00 am, 09:50 am, F,8
ETB 1037, 10:20 am, 12:10 pm, F,8
ETB 1037, 12:40 pm, 02:30 pm, F,8
ETB 1037, 03:00 pm, 04:50 pm, F,8
ETB 1037, 11:30 am, 12:20 pm, MW,0
PETR 113, 09:10 am, 10:00 am, MWF,24
PETR 113, 11:30 am, 02:20 pm, W,24
PETR 113, 10:20 am, 01:10 pm, F,24
CVLB 319, 08:00 am, 09:50 am, M,12
CVLB 319, 03:55 pm, 05:10 pm, TR,12
CVLB 319, 10:20 am, 12:10 pm, M,12
CVLB 319, 12:40 pm, 02:30 pm, M,12
CVLB 319, 03:00 pm, 04:50 pm, M,12
CVLB 319, 05:20 pm, 07:10 pm, M,12
OM 103, 03:55 pm, 05:10 pm, TR,8
OM 103, 08:00 am, 09:50 am, T,8
BLOC 121, 03:00 pm, 03:50 pm, MW,3
BLOC 121, 02:30 pm, 05:20 pm, T,3
BLOC 121, 09:25 am, 12:15 pm, T,3
BLOC 121, 06:00 pm, 08:50 pm, M,3
BLOC 121, 06:00 pm, 08:50 pm, T,3
BLOC 121, 11:30 am, 02:30 pm, W,3
ETB 1035, 08:00 am, 09:15 am, TR,40
CHEN 732, 03:00 pm, 05:20 pm, MWF,6
CHEN 732, 01:50 pm, 02:40 pm, MW,6
THOM 107A, 12:45 pm, 02:00 pm, TR,2
THOM 107A, 02:20 pm, 05:10 pm, R,2
THOM 107A, 05:30 pm, 08:20 pm, R,2
THOM 107A, 08:00 am, 10:50 am, F,2
THOM 107A, 11:30 am, 02:20 pm, F,2
THOM 107A, 03:00 pm, 05:50 pm, F,2
CHEN 735, 08:00 am, 10:50 am, M,2
CHEN 735, 12:45 pm, 02:00 pm, TR,2
CHEN 735, 11:30 am, 02:20 pm, M,2
CHEN 735, 03:00 pm, 05:50 pm, M,2
THOM 107A, 08:00 am, 10:50 am, T,2
CVE 203, 05:30 pm, 06:45 pm, TR,45
WEB 049, 02:20 pm, 03:35 pm, TR,4
WEB 049, 05:30 pm, 08:20 pm, T,4
WEB 049, 08:00 am, 10:50 am, W,4
WEB 049, 11:30 am, 02:20 pm, W,4
WEB 049, 03:00 pm, 05:50 pm, W,4
ETB 1035, 12:40 pm, 01:30 pm, MWF,40
CHEN 732, 03:00 pm, 05:20 pm, MWF,10
CHEN 732, 01:50 pm, 02:40 pm, MW,10
WEB 049, 05:30 pm, 06:45 pm, TR,40
PETR 106, 03:55 pm, 05:10 pm, TR,40
WEB 049, 08:00 am, 09:15 am, TR,44
WEB 049, 11:10 am, 02:00 pm, T,44
WEB 049, 12:45 pm, 02:00 pm, TR,30
CVE 137, 11:10 am, 12:25 pm, TR,28
WEB 049, 03:55 pm, 05:10 pm, TR,28
WEB 049, 12:40 pm, 01:30 pm, MWF,60
WEB 049, 09:10 am, 10:00 am, MWF,30
ETB 1035, 05:45 pm, 07:00 pm, MW,40
ETB 1003, 02:20 pm, 03:35 pm, TR,30
ETB 1003, 05:20 pm, 06:35 pm, MW,30
CVE 203, 02:20 pm, 03:35 pm, TR,0
CVE 203, 03:00 pm, 05:50 pm, F,0
WEB 049, 09:35 am, 10:50 am, TR,40
ETB 1003, 12:45 pm, 02:00 pm, TR,16
ETB 1003, 08:00 am, 10:50 am, T,16
CVE 203, 03:55 pm, 05:10 pm, TR,44
ENPH 216, 10:20 am, 11:10 am, MWF,24
ENPH 216, 11:30 am, 01:20 pm, M,24
HRBB 126, 12:45 pm, 02:00 pm, TR,27
WEB 049, 03:00 pm, 03:50 pm, MW,40
WEB 049, 07:00 pm, 08:00 pm, W,40
WEB, 07:00 pm, 08:00 pm, WEB,20
BLOC 164, 03:55 pm, 05:10 pm, R,40
ETB 1003, 03:00 pm, 04:00 pm, F,30
CHEN 108, 04:10 pm, 05:10 pm, F,40
ETB 1003, 11:30 am, 12:30 pm, F,30
CHEN 108, 05:20 pm, 06:20 pm, W,40
CHEN 108, 05:20 pm, 06:20 pm, F,40
CVE 136, 03:00 pm, 04:00 pm, M,40
THOM 107A, 12:45 pm, 02:00 pm, TR,0
THOM 107A, 12:45 pm, 03:35 pm, F,0
ETB 1003, 09:35 am, 10:50 am, TR,25
WEB 049, 11:30 am, 12:20 pm, MWF,0
ETB 1003, 05:30 pm, 06:45 pm, TR,0
WEB 049, 02:20 pm, 03:35 pm, TR,11
WEB 049, 05:30 pm, 08:20 pm, T,11
WEB 049, 08:00 am, 10:50 am, W,11
WEB 049, 11:30 am, 02:20 pm, W,11
WEB 049, 03:00 pm, 05:50 pm, W,11
CVE 136, 09:10 am, 10:00 am, MW,6
CVE 136, 06:30 pm, 08:20 pm, W,6
CVE 136, 08:00 am, 09:50 am, R,6
CVE 136, 11:10 am, 01:00 pm, R,6
ETB 1037, 11:30 am, 12:20 pm, MW,7
ETB 1037, 02:20 pm, 04:10 pm, R,7
ETB 1037, 05:30 pm, 07:20 pm, R,7
ETB 1037, 08:00 am, 09:50 am, F,7
ETB 1037, 10:20 am, 12:10 pm, F,7
ETB 1037, 12:40 pm, 02:30 pm, F,7
ETB 1037, 03:00 pm, 04:50 pm, F,7
ETB 1037, 12:45 pm, 02:00 pm, TR,2
ETB 1037, 02:20 pm, 05:10 pm, T,2
ETB 1037, 05:30 pm, 08:20 pm, T,2
ETB 1037, 08:00 am, 10:50 am, W,2
ETB 1037, 11:30 am, 02:20 pm, W,2
ETB 1037, 03:00 pm, 05:50 pm, W,2
ETB 1037, 08:00 am, 10:50 am, R,2
ETB 1037, 02:20 pm, 05:10 pm, R,2
ETB 1037, 09:35 am, 10:50 am, TR,2
ETB 1037, 11:10 am, 02:00 pm, R,2
ETB 1037, 05:30 pm, 08:20 pm, R,2
ETB 1037, 08:00 am, 10:50 am, F,2
ETB 1037, 11:30 am, 02:20 pm, F,2
ETB 1037, 03:00 pm, 05:50 pm, F,2
CVLB 317, 08:00 am, 10:50 am, M,2
CVLB 317, 09:35 am, 10:50 am, TR,2
CVLB 317, 11:30 am, 02:20 pm, M,2
WEB 049, 04:10 pm, 05:25 pm, MW,2
WEB 049, 05:45 pm, 06:45 pm, M,2
WEB 049, 08:00 am, 10:50 am, R,2
WEB 049, 11:10 am, 02:00 pm, R,2
WEB 049, 02:20 pm, 05:10 pm, R,2
WEB 049, 05:30 pm, 08:20 pm, R,2
WEB 049, 08:00 am, 10:50 am, F,2
CVLB 323, 11:30 am, 12:20 pm, MW,0
CVLB 323, 05:20 pm, 08:10 pm, M,0
ETB 1037, 02:20 pm, 03:10 pm, TR,3
ETB 1037, 03:55 pm, 05:45 pm, R,3
ETB 1037, 08:00 am, 09:50 am, F,3
ETB 1037, 10:20 am, 12:10 pm, F,3
ETB 1037, 12:40 pm, 02:30 pm, F,3
ETB 1037, 03:00 pm, 04:50 pm, F,3
WEB 049, 05:45 pm, 07:00 pm, MW,20
ETB 1003, 11:30 am, 12:20 pm, MW,2
ETB 1003, 01:50 pm, 03:40 pm, W,2
ETB 1003, 11:30 am, 12:20 pm, MW,1
ETB 1003, 04:10 pm, 06:00 pm, W,1
ETB 1003, 06:30 pm, 08:20 pm, W,2
ETB 1003, 11:30 am, 12:20 pm, MW,0
ETB 1003, 01:50 pm, 03:40 pm, M,0
CVE 137, 03:55 pm, 05:10 pm, TR,30
